INOVATION;Quel biologiste français a inventé la pasteurisation de la bière ?;Maurice Fontaine;0;Thomas Preat;0;Louis Pasteur;1;Laurent Chabry;0;
INOVATION;Quel inventeur italien a conçu à la fin du XVe siècle un canon et un parachute ?;Roberto Galletti;0;Ettore Bugatti;0;Léonard de Vinci;1;Alessandro Volta;0;
INOVATION;Selon des textes anciens, dans quel pays a-t-on inventé le cerf-volant ?;En Inde;0;Aux États-Unis;0;Au Mexique;0;En Chine;1;
INOVATION;En quelle année la couturière Mary Quant a-t-elle inventé la minijupe ?;1974;0;1954;0;1964;1;1944;0;
INOVATION;Quel billet le banquier Law a-t-il inventé au XVIIIe siècle ?;Le billet de loterie;0;Le billet de banque;1;Le billet doux;0;Le billet notarial;0;
INOVATION;Quel terme fut inventé en 1955 par le philologue français Jacques Perret ?;Transistor;0;Imprimante;0;Ampoule;0;Ordinateur;1;
INOVATION;Quel français a inventé le stéthoscope, alors une simple liasse de papiers roulés ?;Louis Pasteur;0;René Laennec;1;Léon Binet;0;Louis Braille;0;
INOVATION;Quelle grande marque inventa en 1936 le sac à dos aux nombreuses applications ?;Lafuma;1;Puma;0;Adidas;0;Lacoste;0;
INOVATION;Charles Darrow, inventeur du jeu de Monopoly, était lors de son invention en 1935...;Banquier;0;Agent immobilier;0;En prison;0;Au chômage;1;
INOVATION;Quel savant italien a découvert le principe de la pile électrique ?;Bugatti;0;Turriano;0;Marconi;0;Volta;1;
INOVATION;Quelle invention Nicolas Appert a-t-il mise au point pour les armées de Napoléon ?;La conserve;1;Le lit de camp;0;Le tissu imperméable;0;Le ceinturon;0;
INOVATION;Quelle marque a inventé la cassette audio ou minicassette ?;Sony;0;Philips;1;BASF;0;Fuji;0;
INOVATION;Quel célèbre médecin a conçu une table de correspondance entre les rêves et les organes ?;Pythagore;0;Pilate;0;Hippocrate;1;Icare;0;
INOVATION;À qui doit-on le prototype de la première dynamo industrielle réalisé en 1869 ?;Zénobe Gramme;1;John Cockerill;0;Frédéric Neuhaus;0;Victor Simon;0;
INOVATION;Quel physicien et mathématicien italien a inventé le baromètre en 1643 ?;Giuseppe Piazzi;0;Pietro Blaserna;0;Evangelista Torricelli;1;Orazio Grassi;0;
INOVATION;Quel ingénieur écossais fut le premier à utiliser le terme « cheval-vapeur » ?;Henry Dyer;0;Alexander Thom;0;James Watt;1;William Rankine;0;
INOVATION;Selon la légende, quelle spécialité le grec Aphtonite aurait-il inventée ?;Le boudin noir;1;Le saucisson;0;Les rillettes;0;Le jambon cru;0;
INOVATION;Quelle société a inventé (et pas breveté) la souris de votre ordinateur ?;Microsoft;0;Hewlett Packard;0;IBM;0;Xerox;1;
INOVATION;Quel docteur et professeur en médecine est surtout connu pour avoir inventé le basket-ball ?;Gordon Herbert;0;Martin Roy;0;James Naismith;1;Jacques Dextraze;0;
